DIRECCION,DISTRITO,PROVINCIA,DEPARTAMENTO,colaboradores,lat,lon
AV. ARGENTINA 4793 CARMEN DE LA LEGUA REYNOSO,CARMEN DE LA LEGUA,CALLAO,LIMA,110,-12.0471763,-77.0929853
LA FONTANA 770 LA MOLINA,LA MOLINA,LIMA,LIMA,94,-12.0727286,-76.944856
"Q3RC+34W O, VILLA EL SALVADOR 15816",VILLA EL SALVADOR,LIMA,LIMA,58,-12.2135031,-76.9370262
AV. NESTOR GAMBETA 3235 CALLAO,CALLAO,CALLAO,CALLAO,58,-12.0292013,-77.1164721
AV. AREQUIPA 3570,SAN ISIDRO,LIMA,LIMA,37,-12.1008253,-77.0321931
CALLE 8 COMERCIAL CON LA AV. INDUSTRIAL CUADRA 4,LURIN,LIMA,LIMA,34,-12.2733688,-76.8688896
AV. HUASCAR 143 CALLAO,CALLAO,CALLAO,LIMA,30,-11.8856422,-77.1310644
"AV. JUAN DE ARONA N° 830 (S1-S4, P1-P19)",SAN ISIDRO,LIMA,LIMA,28,-12.0989209,-77.0346439
"AV PARRA 400, AREQUIPA",AREQUIPA,AREQUIPA,AREQUIPA,28,-16.4163084,-71.5486082
JIIRON SANTA ROSA 221 CERCADO D ELIMA,CERCADO DE LIMA,LIMA,LIMA,23,-12.0499601,-77.0291376
DIRECCION EXACTA: MZ C2 LOTE 5 URBANIZACION PARQUE INDUSTRIAL HUACHIPA ESTE (COMPLEJO BRYSON HILLS),SAN ANTONIO DE CHACLLA,HUAROCHIRI,LIMA,20,-11.7434398,-76.6498909
"PROLONGACION GONZALES PRADA 200 -202, EX FUNDO LARREA, MOCHE",MOCHE,TRUJILLO,LA LIBERTAD,18,-8.1714148,-79.008936
"59, SAN JUAN DE LURIGANCHO 15416",SAN JUAN DE LURIGANCHO,LIMA,LIMA,18,-12.0017252,-77.0084106
CA. ARCHIPIELAGO MZ B LOTE 30A URB CAPITANA LURIGANCHO CHOSICA,HUACHIPA,LIMA,LIMA,17,-12.0169226,-76.9483623
AV. REPUBLICA DE PANAMA N° 4575 – PISO 3,SURQUILLO,LIMA,LIMA,16,-12.1142159,-77.010462
S/N - PRADERAS DE LURIN,LURIN,LIMA,LIMA,15,-12.2623484,-76.830974
LA FONTANA 770 LA MOLINA,JESUS MARIA,LIMA,LIMA,15,-12.0727286,-76.944856
AV ARGENTINA 3088,CERCADO DE LIMA,LIMA,LIMA,13,-12.0475624,-77.0891484
LA FONTANA 770 LA MOLINA,PACHACAMAC,LIMA,LIMA,12,-12.0727286,-76.944856
"INTERSECCION ENTRE AV. EL POLO, LA ENCALADA Y AV. EL DERBY",SURCO,LIMA,LIMA,11,-11.8678175,-76.4576592
"AV. INDUSTRIAL MZ. E LT. 1,2,3,6",LURIN,LIMA,LIMA,11,-12.2733688,-76.8688896
"JR, JIRON GASPAR HERNANDEZ 700, LIMA",CERCADO DE LIMA,LIMA,LIMA,11,-12.0499601,-77.0291376
LIMA,LIMA,LIMA,LIMA,10,-12.0459808,-77.0305912
"AV. ERNESTO MONTAGNE 360, URB. LA AURORA, MIRAFLORES",MIRAFLORES,LIMA,LIMA,10,-12.1270697,-77.012957
CALLE VICTOR LIRA 151 - PARQUE INDUSTRIAL,AREQUIPA,AREQUIPA,AREQUIPA,9,-16.3988667,-71.5369607
"AV. ROMERO DREYFUS MZA. 18 LOTE. 3 URB. MACROPOLIS, LURIN",LURIN,LIMA,LIMA,9,-12.2733688,-76.8688896
SEC. CHURUPUYO B -4 URB. ASOC PROVIVIENDA NUEVO HUASO A Y B,CUSCO,CUSCO,CUSCO,9,-13.5170887,-71.9785356
"ALAMEDA DON AUGUSTO MZ. D1 LOTE 15, URB. LOS HUERTOS DE VILLA, CHORRILLOS",CHORRILLOS,LIMA,LIMA,8,-12.1709478,-77.02126
"AV. SANCHEZ CERRO SUB LOTE 234 - 239 A Y B ZONA INDUSTRIAL, CENTRO COMERCIAL REAL PLAZA, PIURA.",PIURA,PIURA,PIURA,8,-5.1971376,-80.6267237
"AV. EL DERBY 250, LIMA 15026",SURCO,LIMA,LIMA,8,-12.0978205,-76.9723904
AV. D - PAITA 20701,PAITA,PAITA,PIURA,8,-5.1036794,-81.106407
"AV. MOLINA CDRA 3/URUBAMBA, ATE.",ATE,LIMA,LIMA,8,-12.0387281,-76.896873
"AV. TOMAS VALLE (ESQUINA CON AV. PANAMERICANA NORTE) SECTOR E, SECCION C, VALLE BOCANEGRA, FUNDO CHAVARRI.",SAN MARTIN DE PORRES,LIMA,LIMA,8,-11.9814786,-77.0963114
"AV. SALAVERRY LT. C. – CDRA. 24, REAL PLAZA SALAVERRY, JESUS MARIA.",JESUS MARIA,LIMA,LIMA,7,-12.0751522,-77.043904
"AV. EL DERBY 250, LIMA 15023",SURCO,LIMA,LIMA,7,-12.0978205,-76.9723904
AV. JOSE LARCO 611,MIRAFLORES,LIMA,LIMA,7,-12.1304516,-77.0299044
"CALLE VERSALLES DEL CARMEN LOTE 04, CUZCO.",CUZCO,CUZCO,CUZCO,7,-13.5169542,-71.9792712
"AV. PRIMAVERA N°970 /984, SANTIAGO DE SURCO.",SURCO,LIMA,LIMA,7,-11.8678175,-76.4576592
"AV. NICOLAS AYLLON S/N LOTE 100 FNDO. LA ESTRELLA, ATE.",ATE,LIMA,LIMA,7,-12.0387281,-76.896873
"AV. PANAMERICANA MZ A LOTE 1-2 ZONA MUNICIPAL, SULLANA.",SULLANA,SULLANA,PIURA,6,-4.8900643,-80.6873604
"AV GASEODUCTO S/N ZONA INDUSTRIAL DE LURIN, LURIN 15823",LURIN,LIMA,LIMA,6,-12.2733688,-76.8688896
CALLE CHINCHON N° 944 (P2-P8),SAN ISIDRO,LIMA,LIMA,6,-12.0989209,-77.0346439
"CA. TOULON 133, LA MOLINA 15024",LA MOLINA,LIMA,LIMA,6,-12.077983,-76.9172838
AV. LA MOLINA N°3755 URB. SOL DE LA MOLINA,LA MOLINA,LIMA,LIMA,6,-18.0425204,-70.25162
"AV. GUARDIA CIVIL 927, URB. LA CAMPINA, CHORRILLOS.",CHORRILLOS,LIMA,LIMA,6,-12.1709478,-77.02126
"EDIFICIO ALIDE, SAN ISIDRO, AV. PASEO DE LA REPUBLICA 3211, SAN ISIDRO 15027",SAN ISIDRO,LIMA,LIMA,6,-12.0989209,-77.0346439
CALLE SAN JUAN DE DIOS 123,AREQUIPA,AREQUIPA,AREQUIPA,6,-16.3993569,-71.5354428
"AV. DE LA CULTURA C.C.REAL PLAZA, CUZCO.",CUZCO,CUZCO,CUZCO,6,-13.5169542,-71.9792712
"AV. ALFREDO MENDIOLA 7026, SAN MARTIN DE PORRES, C.C REAL PLAZA PRO",SAN MARTIN DE PORRES,LIMA,LIMA,6,-11.9814786,-77.0963114
"WX37+G5G &, AV. VICTOR ANDRES BELAUNDE, SAN ISIDRO 15073",SAN ISIDRO,LIMA,LIMA,5,-12.0989209,-77.0346439
"AV. VENEZUELA 5415, SAN MIGUEL.",SAN MIGUEL,LIMA,LIMA,5,-12.0629708,-77.0952786
AV PETHIT THOUARS 315 - CERCADO,CENTRO DE LIMA,LIMA,LIMA,5,-12.0506314,-77.0391309
"AV. PROLONGACION UNION N° 2218 ESQ. CON AV. PESQUEDA, TRUJILLO.",TRUJILLO,TRUJILLO,LA LIBERTAD,5,-8.1116778,-79.0287742
AV. PROCERES 155 SURCO,SANTIAGO DE SURCO,LIMA,LIMA,5,-12.147872,-76.986214
AV. PERU N° 3411,SAN MARTIN DE PORRES,LIMA,LIMA,5,-16.3102777,-71.6201605
"AV. ALFREDO BENAVIDES, 801, PISO 11, OFICINA 1102",MIRAFLORES,LIMA,LIMA,5,-12.1206214,-77.0294993
AV.GRAU 105,ICA,ICA,ICA,5,-12.0595274,-77.0352159
"JR. TUMBES 391- CC. REAL PLAZA, JULIACA.",JULIACA,JULIACA,JULIACA,5,-15.49611,-70.131117
"AV. NICOLAS AYLLON N°816 - 818 - K.M. DE LA CARRETERA CENTRAL, ATE.",ATE,LIMA,LIMA,5,-12.0387281,-76.896873
JR. PIZARRO N° 460 – TRUJILLO - LA LIBERTAD,TRUJILLO,TRUJILLO,LA LIBERTAD,5,-8.1116778,-79.0287742
AV. LOS HEROES 499 (ESQUINA DE AV. SAN JUAN Y AV. LOS HEROES - REFERENCIA ALFRENTE DE MERCADO CIUDAD DE DIOS SJM).,SAN JUAN DE MIRAFLORES,LIMA,LIMA,5,-12.1628581,-76.9635192
AV. BALTA 630,CHICLAYO,CHICLAYO,LAMBAYEQUE,5,-12.1424814,-77.0169251
"CRUCE DE LA AVENIDA TENIENTE VASQUEZ CON LA, LA MARINA, TUMBES",TUMBES,TUMBES,TUMBES,5,-3.5707875,-80.4596454
"CARRETERA PANAMERICA SUR KM. 239 SAN ANDRES, PISCO",PARACAS,PISCO,ICA,5,-13.8350425,-76.2496219
"AV. JAVIER PRADO OESTE N°980, MAGDALENA DEL MAR",MAGDALENA DEL MAR,LIMA,LIMA,5,-12.0957149,-77.0682243
JR. JOSE GALVEZ 321,BARRANCA,BARRANCA,LIMA PROVINCIAS,5,-7.3642593,-78.7997721
"AV. CENTENARIO MZ 365 LOTE 16 DISTRITO YARINACOCHA PROVINCIA CORONEL PORTILLO, UCAYALI.",PUCALLPA,PUCALLPA,UCAYALI,5,-8.375218,-74.5452959
AV. 28 DE JULIO 402,HUACHO,HUAURA,LIMA PROVINCIAS,5,-12.0645396,-77.0413058
"AV REPUBLICA DE PANAMA 4679, SURQUILLO 15049",SURQUILLO,LIMA,LIMA,5,-12.1160732,-77.018355
AV. CHANCAY HUARAL N°1248 LT B. INT (AV CHANCAY) DISTRITO Y PROVINCIA DE HUARAL,HUARAL,HUARAL,LIMA PROVINCIAS,5,-11.4954906,-77.207044
AV. ESPANA N° 2611 - TRUJILLO,TRUJILLO,TRUJILLO,LA LIBERTAD,5,-8.1077642,-79.0220767
"JIRON MARTINEZ DE COMPAGNON NRO. 1138 - 1146, ESQ. GIRASOLES Y RAMON CASTILLA",TARAPOTO,SAN MARTIN,SAN MARTIN,5,-6.4877198,-76.3598708
AV. GRAU 133,PIURA,PIURA,PIURA,5,-12.0595099,-77.0350465
"AV. FERMIN TANGUIS # 291 CRUCE CON LAS AMERICAS URB. EL PEDREGAL, PISCO.",PISCO,PISCO,ICA,5,-13.7099813,-76.2029793
KM 802 PANAMERICANA NORTE LAMBAYEQUE COMO REFERENCIA (CARRETERA A MORROPE),CHICLAYO,CHICLAYO,LAMBAYEQUE,5,-6.7716146,-79.8387175
"CARRETERA ANTIGUA PANAMERICANA SUR ESQUINA C/SAN PEDRO S/N UC 10577 (PARCELA B-43 UC 10577), LURIN.",LURIN,LIMA,LIMA,4,-12.2733688,-76.8688896
CALLE DERECHA 501,HUARAL,HUARAL,LIMA PROVINCIAS,4,-11.4945556,-77.2048235
AV. NICOLAS AYLLON 2625 ATE LIMA,EL AGUSTINO,LIMA,LIMA,4,-12.0640473,-76.9890998
JUAN LECAROS 172,PUENTE PIEDRA,LIMA,LIMA,4,-11.8667978,-77.0778382
"AV.IGNACIO MERINO S/N LOTE 02 URB. APROVISER (PARCELA C.C TALARA), TALARA.",TALARA,TALARA,PIURA,4,-4.5796872,-81.2718335
"AV. PIRAMIDE DEL SOL N°810 Y 820, SAN JUAN DE LURIGANCHO.",SAN JUAN DE LURIGANCHO,LIMA,LIMA,4,-12.0017252,-77.0084106
"AV. VIA EVITAMIENTO NORTE LOTE N° 1 CC. REAL PLAZA, CAJAMARCA",CAJAMARCA,CAJAMARCA,CAJAMARCA,4,-7.1566682,-78.517306
"PANAMERICANA NORTE S/N LOTE 1 MZ 9 URB PASEO DEL MAR, NUEVO CHIMBOTE.",NUEVO CHIMBOTE,SANTA,ANCASH,4,-9.1183822,-78.4587932
AV. AVIACION KM 1 CC AREQUIPA CENTER,CERRO COLORADO,AREQUIPA,AREQUIPA,4,-16.2979991,-71.573948
"KM 1010.5, CTRA. PANAMERICANA N, PIURA 20000",PIURA,PIURA,PIURA,4,-5.1971376,-80.6267237
"AV. JUAN LECAROS, PUENTE PIEDRA.",PUENTE PIEDRA,LIMA,LIMA,4,-11.8667978,-77.0778382
JR. GAMARRA 562,TRUJILLO,TRUJILLO,LA LIBERTAD,4,-12.0063632,-77.0726295
"JR. INDEPENDENCIA 1601 LAS MORAS, HUANUCO.",HUANUCO,HUANUCO,HUANUCO,4,-9.9293255,-76.2394845
"AV. FERROCARRIL N° 1035 (C.C. REAL PLAZA), HUANCAYO.",HUANCAYO,HUANCAYO,JUNIN,4,-12.068098,-75.2100953
ESQUINA MARISCAL CASTILLA Y BENAVIDES 185-195,CHINCHA ALTA,CHINCHA,ICA,4,-13.417488,-76.1325726
"AV. EL DERBY 250, LIMA 15024",SURCO,LIMA,LIMA,4,-12.0978205,-76.9723904
AV. SANTIAGO DE SURCO Nº 4717. SURCO,SURCO,LIMA,LIMA,4,-12.135186,-76.9967744
PORTAL UNION N. 28,AYACUCHO,HUAMANGA,AYACUCHO,4,-13.159859,-74.2256451
"PROLONGACION ANCASH CON MALECON RIBERENO S/N – MARISCAL NIETO, MOQUEGUA.",MARISCAL NIETO,MOQUEGUA,MOQUEGUA,4,-16.954594,-70.7307347
CALLE SIMON BOLIVAR 1292 - JAEN,JAEN,JAEN,CAJAMARCA,4,-5.7600678,-78.7869791
"MANUEL GONZALES PRADA 1521, COMAS 15314",COMAS,LIMA,LIMA,4,-11.9183928,-77.0339224
AV PEDRO MIOTTA 950 - SJM,SAN JUAN DE MIRAFLORES,LIMA,LIMA,4,-12.1710857,-76.977188
JR. EL COMERCIO 675,CAJAMARCA,CAJAMARCA,CAJAMARCA,4,-7.1566682,-78.517306
AV. CANTO GRANDE 3592-3594-3596-3598,SAN JUAN DE LURIGANCHO,LIMA,LIMA,4,-12.0017252,-77.0084106
AV. PERU C-13 URB. LANIFICIO,BUSTAMANTE Y RIVERO,AREQUIPA,AREQUIPA,4,-16.4267062,-71.5329181
"AV. NICOLAS AYLLON, (MALL AVENTURA PLAZA).",SANTA ANITA,LIMA,LIMA,4,-12.0494148,-76.9645757
AV. ARGENTINA CUADRA 32,CALLAO,CALLAO,LIMA,4,-11.9496688,-77.1288139
"AV. MESONES MURO S/N LOTE. B-C SEC. ZANJA HONDA, (CARRETERA JAEN CHICLAYO), JAEN.",JAEN,JAEN,CAJAMARCA,4,-5.7086087,-78.8075898
"AV. LOS MAESTROS ESQUINA AV. CUTERVO, ICA.",ICA,ICA,ICA,4,-14.0640967,-75.7290915
"AV. LOS INCAS LOTE 1, AREQUIPA.",AREQUIPA,AREQUIPA,AREQUIPA,4,-16.4212433,-71.5409025
CALLE HUANUCO N° 651-653,HUANUCO,HUANUCO,HUANUCO,4,-9.9293255,-76.2394845
"AV. METROPOLITANA UBIC. RURAL CATASTRO NRO. 20674, LA MERCED, DISTRITO DE CERRO COLORADO, AREQUIPA.",CERRO COLORADO,AREQUIPA,AREQUIPA,4,-16.2979991,-71.573948
"AV. PANAMERICANA 639, CHICLAYO - LAMBAYEQUE.",CHICLAYO,CHICLAYO,LAMBAYEQUE,4,-6.7804804,-79.8342935
"AV. ANDRES AVELINO CACERES CC. REAL PLAZA, CHICLAYO.",CHICLAYO,CHICLAYO,LAMBAYEQUE,4,-6.7716146,-79.8387175
"JR. SALAVERRY CD 6 /JR. FRANCISCO PIZARRO, TARAPOTO.",TARAPOTO,SAN MARTIN,SAN MARTIN,4,-6.4877198,-76.3598708
"REFINERIA LA PAMPILLA, CARR. VENTANILLA KM 25. HUAROCHIRI",VENTANILLA,CALLAO,LIMA,3,-11.8373115,-77.1262405
AV.MARISCAL TORIBIO DE LUZURIAGA 691,HUARAZ,HUARAZ,ANCASH,3,-9.5346297,-77.5298784
AV. VICTOR LARCO N° 505-509 - URB LA MERCED,TRUJILLO,TRUJILLO,LA LIBERTAD,3,-8.1116778,-79.0287742
NEMESIO RAEZ 957,EL TAMBO,HUANCAYO,JUNIN,3,-12.0780003,-75.2095788
"PARQUE INDUSTRIL, LURIN PUERTA 2",LURIN,LIMA,LIMA,3,-12.2733688,-76.8688896
CALLE PROGRESO ESQUINA CON CALLE HUALLAGA 300 - 302,YURIMAGUAS,ALTO AMAZONAS,LORETO,3,-5.8951672,-76.1046533
"AV. LA MOLINA, CDRA. 27, ESQUINA CON CALLE LA CASCADA, URB. RINCONADA ALTA, LA MOLINA.",LA MOLINA,LIMA,LIMA,3,-12.077983,-76.9172838
AV. LURIGANCHO 999 - ZARATE.,SJL,LIMA,LIMA,3,-12.0169504,-76.9991906
"CALLE MAYO 1 FTE PUEBLO JOVEN, VILLA MARIA DEL TRIUNFO.",VILLA MARIA DEL TRIUNFO,LIMA,LIMA,3,-12.1766438,-76.9189677
"AV. CAJAMARQUILLA, SAN JUAN DE LURIGANCHO 15461",SAN JUAN DE LURIGANCHO,LIMA,LIMA,3,-12.0230181,-76.9887638
JR. LIMA 401,TARMA,TARMA,JUNIN,3,-11.9768894,-77.0098005
JR. MIGUEL GRAU N° 278,BAMBAMARCA,HUALGAYOC,CAJAMARCA,3,-7.3669333,-78.8032988
AV. MEXICO 906,LA VICTORIA,LIMA,LIMA,3,-12.0768183,-77.0292233
"AV. PACHACUTEC N°403, VILLA EL SALVADOR.",VILLA EL SALVADOR,LIMA,LIMA,3,-12.2188484,-76.920992
JR. RAYMONDI 404,CALLERIA,CORONEL PORTILLO,UCAYALI,3,-7.8964619,-74.1845474
AV. NESTOR GAMBETA KM 14.6 - CALLAO,VENTANILLA,CALLAO,CALLAO,3,-11.8846444,-77.1230803
"AV. MIGUEL GRAU, MZ 03 LOTE 7A (PUEBLO JOVEN EL MILAGRO MZ 3 SUB LOTE 7A),",HUANCHACO,TRUJILLO,LA LIBERTAD,3,-8.0794934,-79.1202668
AV. NESTOR GAMBETTA 280 – Z.I. LA CHALACA - PROV. CONST. DEL CALLAO - PROV. CONST. DEL CALLAO – CALLAO – CERCA OVALO CENTENARIO,CALLAO,CALLAO,LIMA,3,-11.9496688,-77.1288139
CAL. 9 MZA. IK LOTE 5. URB. FUNDO INDUSTRIAL OQUENDO - PROV. CONST. DEL CALLAO - PROV. CONST. DEL CALLAO – CALLAO,CALLAO,CALLAO,LIMA,3,-11.9496688,-77.1288139
CAL. AMADOR MERINO REYNA NRO. 492,SAN ISIDRO,LIMA,LIMA,3,-12.0989209,-77.0346439
AV. MARISCAL CASTILLA N° 1100 - 1102 / CALLE MADRID NRO. 103 CON COMANDANTE CANGA NRO. 428 – 428A – 430,MARIANO MELGAR,AREQUIPA,AREQUIPA,3,-16.3659477,-71.453062
AV. PERU 318,ANDAHUAYLAS,ANDAHUAYLAS,APURIMAC,3,-16.3102777,-71.6201605
AV. PROCERES DE LA INDEPENDECIA N° 2062 SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,LIMA,LIMA,3,-12.0017252,-77.0084106
"AV. VENECIA 220, REFERENCIA A UN COSTADO DE LA SUB REGION",MOQUEGUA,MOQUEGUA,MOQUEGUA,3,-17.1938025,-70.9345636
AV. SAN MARTIN 574,TACNA,TACNA,TACNA,3,-18.0122305,-70.2491249
AV TOMAS VALLE 1075 - SAN MARTIN DE PORRES,SAN MARTIN DE PORRES,LIMA,LIMA,3,-12.0086924,-77.060756
AV WILSON 1098 - CERCADO,CERCADO DE LIMA,LIMA,LIMA,3,-12.0499601,-77.0291376
AV. SALAVERRY 2998,MAGDALENA DEL MAR,LIMA,LIMA,3,-12.0852142,-77.0487018
AV. SALAVERRY CDRA. 23 Y 24,JESUS MARIA,LIMA,LIMA,3,-12.0751522,-77.043904
JR. ZEPITA 402,ILO,ILO,MOQUEGUA,3,-17.6458772,-71.3452005
JR. TRIUNFO 422,CHACHAPOYAS,CHACHAPOYAS,AMAZONAS,3,-6.2293182,-77.8714631
AV. ARGENTINA 4040 - CALLAO,CALLAO,CALLAO,LIMA,3,-12.0475624,-77.0891484
AV. ANGAMOS ESTE 955,SURQUILLO,LIMA,LIMA,3,-12.1129717,-77.021772
AV. PETIT THOUARS 1728-1736-1740,LINCE,LIMA,LIMA,3,-12.0825223,-77.0310016
AV. VENEZUELA S/N. URB. AMPLIACION LA NEGRITA A-1,AREQUIPA,AREQUIPA,AREQUIPA,3,-16.3988667,-71.5369607
AV. CHACHAPOYAS 1978,BAGUA GRANDE,UTCUBAMBA,AMAZONAS,3,-5.7553392,-78.4436632
CALLE SAN PEDRO 201,CHEPEN,CHEPEN,LA LIBERTAD,3,-16.3972734,-71.5293439
"JR. EZEQUIEL MONTOYA NRO. 309 – 317 CRUCE CON JR. OSORES NRO. 173, MZ 100 LT 7B",CHOTA,CHOTA,CAJAMARCA,3,-6.5614846,-78.6509551
"KM 33.5 ANTIGUA PANAMERICANA SUR S/N ESQUINA AV. JUAN POBLET LIND S/N (ENTRADA A PACHACAMAC ""CRUCE"").",LURIN,LIMA,LIMA,3,-12.2733688,-76.8688896
AV REPUBLICA DE PANAMA 4575 - PISO 9,SURQUILLO,LIMA,LIMA,3,-12.1142159,-77.010462
AV RIVERA NAVARRETE 495,SAN ISIDRO,LIMA,LIMA,3,-12.0894767,-77.0271142
AV PEDRO RUIZ 949,PEDRO,CHICLAYO,LAMBAYEQUE,3,-6.7675792,-79.8460689
AV OSCAR R BENAVIDES,CALLLAO,CALLAO,LIMA,3,-11.8741121,-77.0132769
JR. LIMA 278,CHINCHA ALTA,CHINCHA,ICA,3,-11.967575,-77.0113689
"AV. LA FONTANA 750, LA MOLINA LOCATION, LA MOLINA 15024",LA MOLINA,LIMA,LIMA,3,-12.077983,-76.9172838
JR. JAUREGUI 255-257-265,CERCADO,JULIACA,PUNO,3,-15.4932314,-70.1356177
CALLE PROSPERO 200,IQUITOS,MAYNAS,LORETO,3,-5.8914279,-76.1290715
CALLE REAL 1013,HUANCAYO,HUANCAYO,JUNIN,3,-12.044121,-76.9273589
JR. DOS DE MAYO 679 - 685,CELENDIN,CELENDIN,CAJAMARCA,3,-13.9667855,-73.5894354
INTERSECCION AV. FERNANDO WIESSE Y AV. CANTO GRANDE MZ. I-1 LT. 2 Y 3. URB. MARISCAL CACERES,SAN JUAN DE LURIGANCHO,LIMA,LIMA,3,-12.0017252,-77.0084106
FERNANDO WIESE NRO. 502,CERCADO DE LIMA,LIMA,LIMA,3,-12.0499601,-77.0291376
ESQUINA JR. SAN MARTIN N° 661 - 665 Y JR. LEONCIO PRADO - HUAMACHUCO,HUAMACHUCO,SANCHEZ CARRION,LA LIBERTAD,3,-7.8154676,-78.0487063
"AV. INDUSTRIAL N°3234, LOTE Nº 21, INDEPENDENCIA.",INDEPENDENCIA,LIMA,LIMA,3,-11.9919461,-77.0503721
JR MAYNAS 130,TARAPOTO,SAN MARTIN,SAN MARTIN,3,-6.4877198,-76.3598708
JR AREQUIPA 218,ABANCAY,ABANCAY,APURIMAC,3,-7.3671974,-78.8062504
JIRON CAMANA 320,CERCADO DE LIMA,LIMA,LIMA,3,-12.0253638,-75.2324173
AV. FCO. BOLOGNESI 689,CHIMBOTE,SANTA,ANCASH,3,-9.0744966,-78.593609
AV. RAMON CASTILLA N° 840,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,3,-11.9923224,-77.0509866
AV. EL NARANJAL 1415 -LOS OLIVOS,LOS OLIVOS,LIMA,LIMA,3,-11.9678602,-77.0996772
JR. ALONSO DE ALVARADO 903,MOYOBAMBA,MOYOBAMBA,SAN MARTIN,3,-6.0347302,-76.9746773
