DIRECCION,DISTRITO,PROVINCIA,DEPARTAMENTO,colaboradores,lat,lon
AV. TEODORO VALCARCEL 254,TRUJILLO,TRUJILLO,LA LIBERTAD,3,-8.1011559,-79.0357513
MOQUEGUA CALLE MOQUEGUA N° 831,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,3,-17.1938025,-70.9345636
MICAELA BASTIDAS NRO 1201-1205-1213 Y JR MARIA PARADO DE BELLIDO 502-508-512 Y 514,EL PORVENIR,TRUJILLO,LA LIBERTAD,3,-8.0516808,-79.0016911
MARIANO NUNEZ 136 -138,JULIACA,SAN ROMAN,PUNO,3,-15.4937238,-70.131749
PASEO LOS LIBERTADORES 261,TUMBES,TUMBES,TUMBES,3,-12.0478923,-75.1882652
"PREDIO URBANO AV. CAJAMARCA MZ 14, LOTE 4, AAHH NUEVA CAJAMARCA (CON REGISTRO MUNICIPAL AV. CAJAMARCA SUR 551-559)",NUEVA CAJAMARCA,RIOJA,SAN MARTIN,3,-5.9407861,-77.3092386
AV CANAVAL Y MOREYRA 254,SAN ISIDRO,LIMA,LIMA,3,-12.0978883,-77.0193865
AV DEL EJERCITO C.C. CAYMA OF. 33,CAYMA,AREQUIPA,AREQUIPA,3,-16.2793942,-71.4603116
PROLONGACION PASEO DE LA REPUBLICA S/N. URB. MATELLINI,CHORRILLOS,LIMA,LIMA,3,-12.1709478,-77.02126
AV CUTERVO CUADRA 10,ICA,ICA,ICA,2,-14.0640967,-75.7290915
AV BRASIL 750,BRENA,LIMA,LIMA,2,-12.0668458,-77.0467314
PROLG. AV LA CULTURA LT.1-C,SAN JERONIMO,CUZCO,CUZCO,2,-13.5585733,-71.8883114
"PRIMERA ETAPA UNID. U1, NUCLEO URBANO BUENOS AIRES, MZ. F, LOTE 9-10",NUEVO CHIMBOTE,SANTA,ANCASH,2,-9.1183822,-78.4587932
AV. TARAPACA / LA CAPILLA S/N,RIMAC,LIMA,LIMA,2,-12.0266773,-77.0340939
AV. SIGLO XX N° 122-C,CERCADO,AREQUIPA,AREQUIPA,2,-16.3988667,-71.5369607
AV. SESQUICENTENARIO 255,CHICLAYO,CHICLAYO,LAMBAYEQUE,2,-6.776043,-79.8427722
AV. SANCHEZ CERRO S/N Y AV. COUNTRY,PIURA,PIURA,PIURA,2,-5.1971376,-80.6267237
"MZ. C10, SUB LOTE A, URB. EX ZONA COMERCIAL",VENTANILLA,CALLAO,LIMA,2,-11.8373115,-77.1262405
AV. TUPAC AMARU 3043 URB. EL PROGRESO,CARABAYLLO,LIMA,LIMA,2,-16.348325,-71.544797
AV. TOMAS VALLE Y PANAMERICANA NORTE S/N,SAN MARTIN DE PORRES,LIMA,LIMA,2,-11.9814786,-77.0963114
AV. RIVA AGUERO N° 1314,EL AGUSTINO,LIMA,LIMA,2,-6.0398591,-79.1272699
AV. RICARDO PALMA 336,MIRAFLORES,LIMA,LIMA,2,-12.1193133,-77.026404
AV. REVOLUCION GRUPO 15 ESQUINA DE AV. CESAR VALLEJO CON REVOLUCION (ESPALDA DE MUNICIPALIDAD VES).,VILLA EL SALVADOR,LIMA,LIMA,2,-12.2135031,-76.9370262
"AV. REPUBLICA DE PANAMA 4575, SURQUILLO, LIMA",SURQUILLO,LIMA,LIMA,2,-12.1093204,-77.0185096
"AV. REPUBLICA DE CHILE 504, JESUS MARIA 15072",JESUS MARIA,LIMA,LIMA,2,-12.0700657,-77.0386058
AV. RAUL FERRERO 1179,LA MOLINA,LIMA,LIMA,2,-12.0828711,-76.9368953
AV. RAMON ZAVALETA 120,WANCHAQ,CUZCO,CUZCO,2,-13.5216519,-71.9675501
AV. RAIMONDI 249,RUPA RUPA,LEONCIO PRADO,HUANUCO,2,-5.1805131,-80.6302386
JR. AYACUCHO N° 846 - 848,CERCADO DE LIMA,LIMA,LIMA,2,-12.0499601,-77.0291376
JR. AREQUIPA N° 291 N° 299,AYACUCHO,HUAMANGA,AYACUCHO,2,-13.1604269,-74.2256973
"JR. APURIMAC 645, MZ. A6 LT. 25 CHULUCANAS-MORROPON –PIURA",CHULUCANAS,PIURA,PIURA,2,-5.0965065,-80.1609229
JR. APURIMAC 625,CAJAMARCA,CAJAMARCA,CAJAMARCA,2,-11.9747027,-76.9955487
AV. EL DORADO 1035 - 1039,JOSE LEONARDO ORTIZ,CHICLAYO,LAMBAYEQUE,2,-6.7575905,-79.8542979
AV. EDUARDO DE HABICH 245,SAN MARTIN DE PORRES,LIMA,LIMA,2,-12.0252805,-77.0524493
JR. 28 DE JULIO N° 128,SICUANI,CANCHIS,CUZCO,2,-14.2729288,-71.2265322
JR. 22 DE OCTUBRE N° 1117 MZ 67 LOTE 20,CUTERVO,CUTERVO,CAJAMARCA,2,-6.3790362,-78.8157238
JR DIEGO DE ALMAGRO 564,TRUJILLO,TRUJILLO,LA LIBERTAD,2,-8.1116778,-79.0287742
"JR CARLOS ARRIETA 380 , BARRANCO / CALLE GENERAL SUAREZ 739",BARRANCO,LIMA,LIMA,2,-12.1496977,-77.0212908
JR AYACUCHO NRO. 20,PACASMAYO,PACASMAYO,LA LIBERTAD,2,-7.4028958,-79.5684847
AV. ENRIQUE MEIGSS NRO 2895 P.J. MIRAFLORES ALTO.,CHIMBOTE,CHIMBOTE,ANCASH,2,-9.1288252,-78.5340436
AV. ELMER FAUCETT N° 6000,CALLAO,CALLAO,LIMA,2,-12.0626291,-77.09704
AV. ELMER FAUCETT 567,SAN MIGUEL,LIMA,LIMA,2,-12.0451673,-77.0989106
"HFHM+F88, AV PIZARRO, JOSE LUIS BUSTAMANTE Y RIVERO 04002",JOSE LUIS BUSTAMANTE Y RIVERO,AREQUIPA,AREQUIPA,2,-16.4331715,-71.5233141
"AV. GRAN CHIMU 826, URB. ZARATE",SAN JUAN DE LURIGANCHO,LIMA,LIMA,2,-12.0264408,-77.0038221
AV. 28 DE JULIO 144 - CHOSICA,LURIGANCHO,LIMA,LIMA,2,-11.9352807,-76.693623
AV. 15 DE JULIO LT. 14 ZONA B - HUAYCAN,ATE,LIMA,LIMA,2,-12.0387281,-76.896873
"JR. E MZ. 225 LT. 1 ZONA INDUSTRIAL ANTIGUA, PIURA",PIURA,PIURA,PIURA,2,-5.1971376,-80.6267237
JR. DANIEL VILLAR 217,CARAZ,HUAYLAS,ANCASH,2,-9.048505,-77.8100573
JR. DANIEL A. CARRION 201,TAMBOPATA,TAMBOPATA,MADRE DE DIOS,2,-5.9211756,-77.3131565
JR. CUZCO N°494,LIMA,LIMA,LIMA,2,-12.0459808,-77.0305912
JR. COMERCIO NO. 532,BAGUA,BAGUA,AMAZONAS,2,-5.6390867,-78.5317246
JR. CARABAYA N° 406 CERCADO,LIMA,LIMA,LIMA,2,-12.0459808,-77.0305912
AV. DOS DE MAYO 1574,SAN ISIDRO,LIMA,LIMA,2,-7.8808426,-79.2316867
"AV. DE LA CULTURA LT. A-2, EX SEMINARIO SAN ANTONIO ABAD – CUZCO",CUZCO,CUZCO,CUZCO,2,-13.5169542,-71.9792712
AV. DANIEL ALCIDES CARRION N° 265-A ZONA LA PAMPILLA D.A. CARRION,LA PAMPILLA,AREQUIPA,AREQUIPA,2,-17.1498265,-71.7857953
AV. DANIEL A. CARRION 12 - SAN JUAN,YANACANCHA,PASCO,PASCO,2,-10.6702605,-76.2544781
"AV. CHIMPU OCLLO MZ. L-1 LOTE 32 Y 33, URB. LUCYANA, CARABAYLLO",CARABAYLLO,LIMA,LIMA,2,-11.9007232,-77.0330337
JR. BRUNO TERREROS N° 454,CHUPACA,CHUPACA,JUNIN,2,-12.0617452,-75.2876533
AV. GRAN CHIMU 568 CALLE NAYLAMP N° 288- 288A- 290- 296-298 LOTE 24 MZ. L2 URB. ZARATE,SAN JUAN DE LURIGANCHO,LIMA,LIMA,2,-12.0017252,-77.0084106
AV. GRAL. JUAN ANTONIO PEZET 1483,SAN ISIDRO,LIMA,LIMA,2,-12.0989209,-77.0346439
AV. GERARDO UNGER 3263-3273,INDEPENDENCIA,LIMA,LIMA,2,-11.9919461,-77.0503721
"AV. GARCILASO DE LA VEGA N° 1337, LOCAL COMERCIAL LS-14 – CENTRO COMERCIAL REAL PLAZA CENTRO CIVICO",LIMA,LIMA,LIMA,2,-12.0459808,-77.0305912
AV. FRANCISCO BOLOGNESI / AV. NICOLAS AYLLON S/N CENTRO BANCARIO SANTA ANITA,SANTA ANITA,LIMA,LIMA,2,-12.0494148,-76.9645757
AV. FERROCARRIL S/N - FRACCION 2,URUBAMBA,URUBAMBA,CUZCO,2,-13.305953,-72.1159706
ESQ.CALLE LIMA Y GRAU S/N,NAZCA,NAZCA,ICA,2,-14.8277203,-74.9370624
ESQ. HUALLAGA Y ANDAHUAYLAS,LIMA,LIMA,LIMA,2,-12.0459808,-77.0305912
ESQ. CALLE MONTERROSA / CALLE MONTEGRANDE REF. ALTURA EL CENTRO COMERCIAL CAMINOS DEL INCA,SANTIAGO DE SURCO,LIMA,LIMA,2,-12.1251049,-76.9821605
ESQ. AVENIDA TOMAS VALLE Y PANAMERICANA NORTE,INDEPENDENCIA,LIMA,LIMA,2,-11.9919461,-77.0503721
ESQ. AV. REAL Y PASEO LA BRENA 505,HUANCAYO,HUANCAYO,JUNIN,2,-12.068098,-75.2100953
ESQ. AV. CANADA / CONSTANTINO CARVALHO,LA VICTORIA,LIMA,LIMA,2,-12.0641355,-77.0295563
ESQ. AV CIRCUNVALACION 1885 CON LUIS F. ORBEGOSO - URB. EL PINO,SAN LUIS,LIMA,LIMA,2,-12.0736464,-76.9941006
AV. HUAYRUROPATA #1038-1040,WANCHAQ,CUZCO,CUZCO,2,-13.528242,-71.9566938
"AV. GUARDIA CIVIL N° 338, LOCAL 101, URB. LA CAMPINA",CHORRILLOS,LIMA,LIMA,2,-12.1709478,-77.02126
AV. CAMINOS DEL INCA 208 ESQUINA CON CALLE PUNTA PEJERREY FRENTE AL CENTRO COMERCIAL CAMINOS DEL INCA,SANTIAGO DE SURCO,LIMA,LIMA,2,-12.1251049,-76.9821605
JR. FRANCISCO BOLOGNESI MZ. 12 ZONA CASCO URBANO,CHIMBOTE,SANTA,ANCASH,2,-9.0744966,-78.593609
JR. ELIAS AGUIRRE 358,CHIMBOTE,SANTA,ANCASH,2,-9.0744966,-78.593609
LEOLCIO PRADO MZ 15 LOTE 1,ALTO DE LA ALIANZA,TACNA,TACNA,2,-17.8003418,-70.2711884
KM.36.5 ANTIGUA PANAMERICANA SUR (MERCADO VIRGEN DE LAS MERCEDES),LURIN,LIMA,LIMA,2,-12.2733688,-76.8688896
KILOMETRO 39 LURIN,LURIN,LIMA,LIMA,2,-12.2733688,-76.8688896
AV. ALFREDO BENAVIDES 1191,MIRAFLORES,LIMA,LIMA,2,-12.125732,-77.0204333
AV. ALEJANDRO IGLESIAS 614,CHORRILLOS,LIMA,LIMA,2,-12.1691004,-77.0266632
AV. ALEJANDRO BERTELLO CON AV. CANTA CALLAO,CALLAO,LIMA,LIMA,2,-11.9670323,-77.0086073
CENTRO COMERCIAL PLAZA CAMACHO AV. JAVIER PRADO ESTE CDRA 51.TDAS.24B-26B-27B,LA MOLINA,LIMA,LIMA,2,-12.077983,-76.9172838
CENTRO COMERCIAL JOCKEY PLAZA - AV JAVIER PRADO 4200 1ER NIVELL CENTRO BANCARIO,SANTIAGO DE SURCO,LIMA,LIMA,2,-12.1251049,-76.9821605
"CENTRO COMERCIAL GAMA LOCAL LBA 04 EN AV. AVIACION N°888, URB. LA POLVORA",LA VICTORIA,LIMA,LIMA,2,-12.0641355,-77.0295563
CENTRO COMERCIAL EL POLO -AV. ENCALADA 1515,SANTIAGO DE SURCO,LIMA,LIMA,2,-12.1251049,-76.9821605
"MANZANA J1, LOTE 23, URB. MARISCAL CACERES",SAN JUAN DE LURIGANCHO,LIMA,LIMA,2,-12.0017252,-77.0084106
"LTE. 1A-1B-1C - 1D, MZ. A AV. AMERICA OESTE, AV. MANSICHE, AV. TITIN Y AV. JESUS DE NASARETHTIENDA BF-1068, BF-1072, BF-1076, BF-1080 - MALL PLAZA",TRUJILLO,TRUJILLO,LA LIBERTAD,2,-8.1116778,-79.0287742
AV PEDRO MIOTTA 851,SJM,LIMA,LIMA,2,-12.1710857,-76.977188
AV NICOLAS AYLLON 838 - ATE,ATE,LIMA,LIMA,2,-12.0640473,-76.9890998
"LT 3 MZ. 34 SECTOR CHOSICA DEL NORTELA VICTORIA, CHICLAYO",LA VICTORIA,CHICLAYO,LAMBAYEQUE,2,-6.8192293,-79.8591182
"LOTES 1 Y 2 MZ M1 PARCELA II, PARQUE INDUSTRIAL DE VILLA EL SALVADOR (AL FRENTE DE PLAZA VEA PARQUE INDUSTRIAL).",VILLA EL SALVADOR,LIMA,LIMA,2,-12.2135031,-76.9370262
"LOTE N°3, MANZANA H-1, CON FRENTE A LA AVENIDA PROCERES DE LA INDEPENDENCIA, URBANIZACION SAN CARLOS",SAN JUAN DE LURIGANCHO,LIMA,LIMA,2,-12.0017252,-77.0084106
"CASA TIPO ""A"", LOTE 2, MZ H, URB MAGISTERIAL II ETAPA",CUZCO,CUZCO,CUZCO,2,-13.5169542,-71.9792712
AV. JOSE PARDO 102,MIRAFLORES,LIMA,LIMA,2,-12.1193495,-77.0294449
AV. JOSE LARCO 1085,MIRAFLORES,LIMA,LIMA,2,-12.1285133,-77.0295427
AV. JORGE BASADRE 301,SAN ISIDRO,LIMA,LIMA,2,-12.0955532,-77.0427003
"AV. JESUS N° 1401 (MZ. H LOTE 12 ZONA UNICA), PUEBLO JOVEN JOSE CARLOS MARIATEGUI",PAUCARPATA,AREQUIPA,AREQUIPA,2,-16.4210931,-71.474928
AV. JAVIER PRADO OESTE 603-607-611,MAGDALENA DEL MAR,LIMA,LIMA,2,-12.0957149,-77.0682243
AV. JAVIER PRADO ESTE N°444 PISO 3 Y 4,SAN ISIDRO,LIMA,LIMA,2,-12.0989209,-77.0346439
"AV. JAVIER PRADO ESTE 6210, OFICINA 701, LA MOLINA",LA MOLINA,LIMA,LIMA,2,-12.077983,-76.9172838
AV. JACINTO IBANEZ 513 - 515,AREQUIPA,AREQUIPA,AREQUIPA,2,-16.4185738,-71.5430246
"CALLE UNION N° 508, CERCADO",FERRENAFE,FERRENAFE,LAMBAYEQUE,2,-6.6392169,-79.7879824
CALLE TOMAS MOYA #498,RIMAC,LIMA,LIMA,2,-12.0266773,-77.0340939
AV. LA MOLINA 4451 III ETAPA URB. SOL DE LA MOLINA – LA MOLINA,LA MOLINA,LIMA,LIMA,2,-12.077983,-76.9172838
"AV. LA MARINA NO. 2000, LOCAL B-302, DENTRO DEL CC PLAZA SAN MIGUEL",SAN MIGUEL,LIMA,LIMA,2,-12.0727512,-77.095353
AV. LA MARINA 2831 MARANGA,SAN MIGUEL,LIMA,LIMA,2,-12.0756959,-77.0961127
AV. LA MARINA 2355,SAN MIGUEL,LIMA,LIMA,2,-12.0795829,-77.0886904
AV. LA CULTURA N 701,SANTA ANITA,LIMA,LIMA,2,-17.9981281,-70.2597203
AV. JULIO C. TELLO 999,LINCE,LIMA,LIMA,2,-12.0403434,-77.0887504
AV. JUAN VELASCO ALVARADO SECTOR 2 GRUPO 8 MZ. F LT. 17,VILLA EL SALVADOR,LIMA,LIMA,2,-12.2135031,-76.9370262
AV. JUAN VELASCO ALVARADO 885,VILLA EL SALVADOR,LIMA,LIMA,2,-11.783237,-77.1590328
AV. JOSE PARDO N° 175,MIRAFLORES,LIMA,LIMA,2,-12.1771407,-76.9470749
CALLE SAN MARTIN 685,SULLANA,SULLANA,PIURA,2,-12.0744576,-77.0621368
JR. JOSE VALENCIA 575 (EX - JOSE GALVEZ),MAGDALENA DEL MAR,LIMA,LIMA,2,-12.0957149,-77.0682243
JR. HUMBOLT 1609,LA VICTORIA,LIMA,LIMA,2,-12.0641355,-77.0295563
JR. HUALLAGA N°224,SANTA,SANTA,ANCASH,2,-8.9874476,-78.6136857
JR. FRANCISCO BOLOGNESI N° 700,CAJABAMBA,CAJABAMBA,CAJAMARCA,2,-4.5994197,-77.8639477
AV. CENTRO CIVICO 147,PARINAS,TALARA,PIURA,2,-11.0228771,-77.6438634
AV. CENTENARIO N° 101. BARRIO ALTO DE LA PALOMA.,HUANCABAMBA,HUANCABAMBA,PIURA,2,-5.2402325,-79.4488035
AV. CAYETANO HEREDIA 503-505 ESQ. GUARDIA CIVIL PIURA,CASTILLA,PIURA,PIURA,2,-5.115365,-80.5340462
AV. CARRETERA CENTRAL 111 NIVEL 1 INT. LF-3A,SANTA ANITA,LIMA,LIMA,2,-12.0494148,-76.9645757
AV. CARLOS ALBERTO IZAGUIRRE 271,INDEPENDENCIA,LIMA,LIMA,2,-11.9902994,-77.062126
AV. LOS HEROES N° 516,SAN JUAN DE MIRAFLORES,LIMA,LIMA,2,-12.0166852,-77.0623103
AV. LIMA N° 2500 - VILLA EL SALVADOR - CENTRO COMERCIAL MEGA EXPRESS VES,VILLA EL SALVADOR,LIMA,LIMA,2,-12.2135031,-76.9370262
AV. LIMA N° 1089 MZ. 42 LT. 02 PP.JJ. VILLA POETA JOSE GALVEZ PARCELA B,VILLA MARIA DEL TRIUNFO,LIMA,LIMA,2,-12.1766438,-76.9189677
AV. LIMA 367 - 377 -379,TARAPOTO,SAN MARTIN,SAN MARTIN,2,-13.2870185,-76.2546779
"AV. LA MOLINA N° 1168, 1166 Y 1164 - LA MOLINA",LA MOLINA,LIMA,LIMA,2,-12.077983,-76.9172838
CALLE PEREZ FIGUEROLA 162,PISCO,PISCO,ICA,2,-13.7106891,-76.2002671
CALLE MORAL N° 103 (FRENTE A LA OFICINA DE SERPOST),CERCADO,AREQUIPA,AREQUIPA,2,-16.3988667,-71.5369607
CALLE MOQUEGUA 861,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,2,-11.9856393,-76.8164398
CALLE MERCADERES 301,SANTIAGO DE SURCO,LIMA,LIMA,2,-16.3992173,-71.5339964
CALLE LOPEZ DE ZUNIGA 445,CHANCAY,HUARAL,LIMA PROVINCIAS,2,-11.5649359,-77.2694432
AV. MANCO CAPAC 101,LA VICTORIA,LIMA,LIMA,2,-12.0417547,-77.0984572
"AV. LURIGANCHO CDRA. 9, SAN JUAN DE LURIGANCHO 15427",SAN JUAN DE LURIGANCHO,LIMA,LIMA,2,-12.0169504,-76.9991906
AV. LOS PROCERES 7664,LOS OLIVOS,LIMA,LIMA,2,-12.0108302,-77.087517
"AV. LOS LIRIOS N° 301, LOCAL CFS-0128",SAN JUAN DE MIRAFLORES,LIMA,LIMA,2,-12.1628581,-76.9635192
"AV. LOS INCAS S/N, AREQUIPA 04001",AREQUIPA,AREQUIPA,AREQUIPA,2,-16.4212433,-71.5409025
CALLE LIMA NRO 885,LA UNION,PIURA,PIURA,2,-5.4043679,-80.7439051
CALLE LAS TIENDAS 237,SURQUILLO,LIMA,LIMA,2,-12.1040288,-77.0209255
CALLE LAS DALIAS B-1 URB. MIRAFLORES,CASTILLA,PIURA,PIURA,2,-5.115365,-80.5340462
CALLE ISLAS VIRGENES LOTE 1 Y 2 MZ. J. ESQ. CON CALLE TAHITI. URB. PORTADA DE LA PLANICIE,LA MOLINA,LIMA,LIMA,2,-12.077983,-76.9172838
CALLE HORACIO URTEAGA Nº 1252-1256,JESUS MARIA,LIMA,LIMA,2,-12.0751522,-77.043904
"CALLE FRANCHINI Y HUARAZ S/N, CALLERIA - CORONEL PORTILLO - PUCALLPA",PUCALLPA,PUCALLPA,PUCALLPA,2,-8.3750879,-74.5453301
"AV. ARGENTINA N°2430, CALLAO.",CALLAO,CALLAO,LIMA,2,-12.0465742,-77.0768567
JR. OCONA 102,LIMA,LIMA,LIMA,2,-12.0459808,-77.0305912
"JR. MANCO CAPAC 342, DISTRITO DE PAMPAS, HUANCAVELICA",PAMPAS,TAYACAJA,HUANCAVELICA,2,-12.3987428,-74.8684404
AV. CAMINO REAL 1203-1207,SAN ISIDRO,LIMA,LIMA,2,-12.0400492,-76.9737653
AV. BRASIL NRO. 3260,MAGDALENA DEL MAR,LIMA,LIMA,2,-12.522027,-73.8357214
AV. BOLOGNESI 316,MAGDALENA DEL MAR,LIMA,LIMA,2,-12.0712956,-77.1634239
AV. BOLIVAR N° 265. (PLAZA DE ARMAS CHOCOPE ),CHOCOPE,ASCOPE,LA LIBERTAD,2,-7.7918461,-79.2226569
AV. BOLIVAR 384 - URB. MOSHOQUEQUE,JOSE LEONARDO ORTIZ,CHICLAYO,LAMBAYEQUE,2,-6.7420777,-79.8342124
AV. BENAVIDES 5298,SANTIAGO DE SURCO,LIMA,LIMA,2,-12.1300103,-76.9821645
AV. BENAVIDES 3090,SANTIAGO DE SURCO,LIMA,LIMA,2,-12.7265658,-76.4590499
JR. LIMA 510,PUNO,PUNO,PUNO,2,-11.967575,-77.0113689
AV. MARISCAL RAMON CASTILLA 695,MIRAFLORES,LIMA,LIMA,2,-12.0410076,-77.1210078
AV. MARISCAL CACERES C2 LOTE 19 URB. EX ZONA COMERCIAL E INDUSTRIAL DE VENTANILLA,VENTANILLA,LIMA,LIMA,2,-11.8373115,-77.1262405
AV. MARISCAL CACERES 673,AYACUCHO,HUAMANGA,AYACUCHO,2,-12.0502602,-75.2523123
"AV. MARGINAL Nº605 J – LOTE N° 14, MZ D-1, ZONA BAJA DEL II SECTOR, AAHH BAJO PICHANAQUI",PICHANAQUI,CHANCHAMAYO,JUNIN,2,-11.002808,-74.815139
"CALLE FEDERICO ENGELS 110, URB. LA CALERA, SURQUILLO",SURQUILLO,LIMA,LIMA,2,-12.1142159,-77.010462
CALLE CESAR VALLEJO N° 1204,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,LA LIBERTAD,2,-12.0552692,-77.0901164
"CALLE 12 DE NOVIEMBRE S/N, LOTE 21 BARRIO 3 - SECTOR 7T, CENTRO POBLADO DE ALTO TRUJILLO",EL PORVENIR,TRUJILLO,LA LIBERTAD,2,-8.0516808,-79.0016911
CAL. SANTO DOMINGO NRO. 830 (PLAZA DE ARMAS),OLMOS,LAMBAYEQUE,LAMBAYEQUE,2,-5.9881884,-79.7472907
CA. REAL N° 600 N° 602,CHILCA,HUANCAYO,JUNIN,2,-12.0777922,-75.1825684
"C87J+QXW, CTRA. PANAMERICANA SUR, SAN ANTONIO 15605",SAN ANTONIO,LIMA,LIMA,2,-11.8064482,-76.7874076
"AV. NICOLAS AYLLON N° 4470 LOCALES LS 203 Y LS 204 , ATE. REFERENCIA REAL PLAZA PURUCHUCO.",ATE,LIMA,LIMA,2,-12.0387281,-76.896873
AV. NICOLAS AYLLON N° 416 -418,CHACLACAYO,LIMA,LIMA,2,-11.9576862,-76.7281432
AV. NICOLAS AYLLON N° 3236 A 2 CDRAS DE PLAZA VEA,SANTA ANITA,LIMA,LIMA,2,-12.0494148,-76.9645757
AV. NARANJAL N° 1431 - URB PARQUE NARANJAL,LOS OLIVOS,LIMA,LIMA,2,-11.9916722,-77.0709115
AV. N. ARRIOLA 2393,LA VICTORIA,LIMA,LIMA,2,-12.0641355,-77.0295563
"AV. PANAMERICANA N° 375 – 378 URBANIZACION SANTA ISABEL, DISTRITO DE PIURA- PIURA",PIURA,PIURA,PIURA,2,-5.1971376,-80.6267237
AV. PANAMERICANA NORTE - AV. UNIVERSITARIA Y AV. ZINC – LOS OLIVOS,LOS OLIVOS,LIMA,LIMA,2,-11.9916722,-77.0709115
"AV. PACIFICO 431, SAN MARTIN DE PORRES",SAN MARTIN DE PORRES,LIMA,LIMA,2,-11.9814786,-77.0963114
AV. PACHACUTEC 2201 (REFERENCIA PARADERO DEL TREN ELECTRICO VILLA MARIA DEL TRIUNFO - AL COSTADO DE ELECTRA).,VILLA MARIA DEL TRIUNFO,LIMA,LIMA,2,-12.1766438,-76.9189677
